TIC_ID,Status,Researcher,Created_At,Transit_Depth_Pct,SNR,Planet_Radius_R_earth,Orbital_Period_Days,Equilibrium_Temp_K,Stellar_Radius_R_sun,Stellar_Teff_K,Stellar_Magnitude_V,Classification,Full_Thesis
449050248,Rejected Thesis,Antigravity,2026-05-04T06:44:12.578Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,** False Positive - Weak Signal / No Transit Events,"# Rejection Thesis for TIC 449050248 |  | ## Overview | - **TIC ID:** 449050248 | - **Decision:** REJECTED | - **Reason:** False Positive - Weak Signal / No Transit Events |  | ## Data Analysis | - **Baseline Median Flux:** 0.999896 | - **Transit Region Median Flux:** 1.000473 | - **Baseline Std Dev:** 0.001142 | - **Measured Depth (ΔF/F):** -0.000577 | - **Signal-to-Noise Ratio (SNR):** -0.51 |  | ## Conclusion | The data displays a very weak signal with an SNR of -0.51, which is significantly below the minimum threshold of 3 required for a valid candidate. No TCEs were found, and the transit depth is effectively negative. This candidate is rejected as a false positive due to lack of a detectable transit signal."
438629686,Rejected Thesis,S.Koustav,2026-05-03T05:35:30.942Z,0.5881,6.17,N/A,6.8418,4415,N/A,17064,1.83,Stellar Companion / False Positive,"SECTION 1: Identity & Metadata | - TIC ID: 438629686 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive (Audit Correction) |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 0.5881% | - Signal-to-Noise Ratio (SNR): 6.17 | - Planet Radius ($R_p$): 38.286 $R_{\oplus}$ (3.4 $R_J$) | - Orbital Period ($P$): 6.8418 days | - Equilibrium Temperature ($T_{eq}$): 4415 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear) | - Harmonic Sweep Result: PASS | - Parametric Precision Check: FAILED (Impossible Radius) | - Confidence Score: 100% (Confirmed False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 4.572 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 17064 K | - Stellar Magnitude ($V$): 1.83 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Stellar Companion / False Positive | - Acceptance/Rejection Reasoning: Rejected. Deep audit reveals that this candidate's derived radius of 3.4 $R_J$ is physically impossible for a planet. The ground truth assessment identifies this as a potential period calculation error or a stellar companion. It has been moved to the False Positive Archive to maintain 100% mission accuracy."
163260812,Rejected Thesis,S.Koustav,2026-05-03T05:23:14.200Z,1.4162,13.52,N/A,5.1663,6396.6,N/A,20773,0.37,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 163260812 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive (Post-Audit) |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 1.4162% | - Signal-to-Noise Ratio (SNR): 13.52 | - Planet Radius ($R_p$): 78.296 $R_{\oplus}$ (6.9776 $R_J$) | - Orbital Period ($P$): 5.1663 days | - Transit Duration: 28.105 hours | - Equilibrium Temperature ($T_{eq}$): 6396.6 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 8.53 days) | - Harmonic Sweep Result: PASS (P: 42.31 SNR, P/2: 29.68 SNR, Px2: 47.89 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (Confirmed False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 6.025 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 20773 K | - Stellar Magnitude ($V$): 0.37 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 78.3 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
21505121,Rejected Thesis,S.Koustav,2026-05-03T05:23:13.599Z,3.4959,11.77,N/A,17.957,7023.5,N/A,29804,-2.29,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 21505121 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive (Post-Audit) |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 3.4959% | - Signal-to-Noise Ratio (SNR): 11.77 | - Planet Radius ($R_p$): 204.17 $R_{\oplus}$ (18.1951 $R_J$) | - Orbital Period ($P$): 17.957 days | - Transit Duration: 86.194 hours | - Equilibrium Temperature ($T_{eq}$): 7023.5 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 4.26 days) | - Harmonic Sweep Result: PASS (P: 14.82 SNR, P/2: 10.61 SNR, Px2: 17.09 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (Confirmed False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 10 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 29804 K | - Stellar Magnitude ($V$): -2.29 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 204.2 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
69819610,Rejected Thesis,S.Koustav,2026-05-03T05:23:11.854Z,2.4247,17.19,N/A,7.0221,8213.3,N/A,26671,-1.47,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 69819610 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive (Post-Audit) |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 2.4247% | - Signal-to-Noise Ratio (SNR): 17.19 | - Planet Radius ($R_p$): 145.501 $R_{\oplus}$ (12.9667 $R_J$) | - Orbital Period ($P$): 7.0221 days | - Transit Duration: 38.2 hours | - Equilibrium Temperature ($T_{eq}$): 8213.3 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 6.68 days) | - Harmonic Sweep Result: PASS (P: 25.55 SNR, P/2: 18.06 SNR, Px2: 28.74 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (Confirmed False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 8.557 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 26671 K | - Stellar Magnitude ($V$): -1.47 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 145.5 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
329691586,Rejected Thesis,S.Koustav,2026-05-03T05:22:07.895Z,2.8606,16.69,N/A,9.9545,8549.9,N/A,29804,-2.29,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 329691586 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 2.8606% | - Signal-to-Noise Ratio (SNR): 16.69 | - Planet Radius ($R_p$): 184.69 $R_{\oplus}$ (16.4591 $R_J$) | - Orbital Period ($P$): 9.9545 days | - Transit Duration: 47.782 hours | - Equilibrium Temperature ($T_{eq}$): 8549.9 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 3.75 days) | - Harmonic Sweep Result: PASS (P: 42.25 SNR, P/2: 29.85 SNR, Px2: 47.32 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 10 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 29804 K | - Stellar Magnitude ($V$): -2.29 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 184.7 R⊕. This transit is caused by a Grazing Eclipsing Binary."
101955023,Rejected Thesis,S.Koustav,2026-05-03T05:22:07.411Z,3.7144,42.63,N/A,4.388,5045.4,N/A,16889,1.9,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 101955023 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 3.7144% | - Signal-to-Noise Ratio (SNR): 42.63 | - Planet Radius ($R_p$): 94.831 $R_{\oplus}$ (8.4511 $R_J$) | - Orbital Period ($P$): 4.388 days | - Transit Duration: 22.467 hours | - Equilibrium Temperature ($T_{eq}$): 5045.4 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 9.31 days) | - Harmonic Sweep Result: PASS (P: 22.11 SNR, P/2: 15.74 SNR, Px2: 24.99 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 4.506 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 16889 K | - Stellar Magnitude ($V$): 1.9 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 94.8 R⊕. This transit is caused by a Grazing Eclipsing Binary."
130191319,Rejected Thesis,S.Koustav,2026-05-03T05:22:06.935Z,2.3803,21.39,N/A,6.1663,6655.5,N/A,22280,-0.14,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 130191319 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 2.3803% | - Signal-to-Noise Ratio (SNR): 21.39 | - Planet Radius ($R_p$): 111.983 $R_{\oplus}$ (9.9797 $R_J$) | - Orbital Period ($P$): 6.1663 days | - Transit Duration: 31.571 hours | - Equilibrium Temperature ($T_{eq}$): 6655.5 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 7.53 days) | - Harmonic Sweep Result: PASS (P: 11.96 SNR, P/2: 8.72 SNR, Px2: 13.21 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 6.647 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 22280 K | - Stellar Magnitude ($V$): -0.14 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 111.9 R⊕. This transit is caused by a Grazing Eclipsing Binary."
276380902,Rejected Thesis,S.Koustav,2026-05-03T05:20:33.357Z,2.8346,15.85,N/A,9.8628,8576.3,N/A,29804,-2.29,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 276380902 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 2.8346% | - Signal-to-Noise Ratio (SNR): 15.85 | - Planet Radius ($R_p$): 183.849 $R_{\oplus}$ (16.3842 $R_J$) | - Orbital Period ($P$): 9.8628 days | - Transit Duration: 50.498 hours | - Equilibrium Temperature ($T_{eq}$): 8576.3 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 3.84 days) | - Harmonic Sweep Result: PASS (P: 13.21 SNR, P/2: 9.45 SNR, Px2: 14.94 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 10 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 29804 K | - Stellar Magnitude ($V$): -2.29 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 183.8 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
261136679,Rejected Thesis,S.Koustav,2026-05-03T05:20:32.904Z,3.3710,7.57,N/A,21.8813,6575.7,N/A,29804,-2.29,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 261136679 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 3.3710% | - Signal-to-Noise Ratio (SNR): 7.57 | - Planet Radius ($R_p$): 200.491 $R_{\oplus}$ (17.8673 $R_J$) | - Orbital Period ($P$): 21.8813 days | - Transit Duration: 112.032 hours | - Equilibrium Temperature ($T_{eq}$): 6575.7 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 5.52 days) | - Harmonic Sweep Result: PASS (P: 8.17 SNR, P/2: 5.46 SNR, Px2: 9.55 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 10 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 29804 K | - Stellar Magnitude ($V$): -2.29 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 200.5 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
432549364,Rejected Thesis,S.Koustav,2026-05-03T05:20:32.395Z,2.7485,7.37,N/A,18.7791,6919.5,N/A,29804,-2.29,Grazing Eclipsing Binary,"SECTION 1: Identity & Metadata | - TIC ID: 432549364 | - Lead Researcher: S.Koustav | - Log Date: 2026-05-03 | - Discovery Status: False Positive Archive |  | SECTION 2: Physical & Photometric Parameters | - Transit Depth ($\delta$): 2.7485% | - Signal-to-Noise Ratio (SNR): 7.37 | - Planet Radius ($R_p$): 181.034 $R_{\oplus}$ (16.1333 $R_J$) | - Orbital Period ($P$): 18.7791 days | - Transit Duration: 102.158 hours | - Equilibrium Temperature ($T_{eq}$): 6919.5 K |  | SECTION 3: The ""Anti-Mistake"" Verification Metrics | - Resonance Alert Flag: False (Clear, 5.08 days) | - Harmonic Sweep Result: PASS (P: 21.68 SNR, P/2: 15.8 SNR, Px2: 24.93 SNR) | - Centroid Shift Status: Clear | - Confidence Score: 100% (False Positive) |  | SECTION 4: Host Star Context | - Stellar Radius ($R_*$): 10 $R_{\odot}$ | - Effective Temperature ($T_{eff}$): 29804 K | - Stellar Magnitude ($V$): -2.29 |  | SECTION 5: AI Reasoning & Grounding | - Archive Grounding Check: Clear | - Classification: Grazing Eclipsing Binary | - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 181.0 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
